index,Date Created,username,retweet count,text,id,airline,category
28,2023-04-19 15:42:48+00:00,karlmckeever,0,"This ‘baby’ will soon be ready to board and taking me on my next adventure. 

Like my own mini version of ‘Race Around the World’ I’ll be heading to #Vancouver shortly with @British_Airways. Exciting! https://t.co/2UcynanwGc",1.65E+18,British Airways,Neutral
29,2023-04-19 15:41:21+00:00,DigitalJonathan,0,"Frankfurt to Austin via LHR = £729
LHR to Austin (same plane) = £1800

This is pretty much why I never choose @British_Airways",1.65E+18,British Airways,Negative
30,2023-04-19 15:40:29+00:00,tinywelshdragon,0,@o_burbidge @British_Airways @guardianmoney Yes it seems that way!,1.65E+18,British Airways,Negative
31,2023-04-19 15:38:33+00:00,BucksRam,0,@British_Airways is steadily losing its reputation ... once self appointed the world's best airline. Cannot even speak to anyone on phone without being on hold 45 minutes or more. Try @United .. have never had to wait more than five minutes,1.65E+18,British Airways,Negative
32,2023-04-19 15:37:03+00:00,Safety1stShaun,1,"@British_Airways Thanks for the eventual response to the DM you asked for in the form of another bot or copy-paste job. 

I had already filed a claim. 

I literally paid for your mess. 

How do I pay my bills while I wait for you to show any accountability? #CostOfLivingCrisis",1.65E+18,British Airways,Negative
33,2023-04-19 15:32:50+00:00,HakiBags,0,"@British_Airways i have replied in DM, all information is there. Your auto reply is asking for information i've already given.",1.65E+18,British Airways,Neutral
34,2023-04-19 15:32:46+00:00,danideahl,0,@azzecca @British_Airways What is with you and lost luggage,1.65E+18,British Airways,Negative
35,2023-04-19 15:32:35+00:00,Steve_Willder,0,@British_Airways Long haul flights,1.65E+18,British Airways,Positive
36,2023-04-19 15:32:03+00:00,BluntOpinionz,0,@amenakamel @British_Airways Common reaction after eating British “food”,1.65E+18,British Airways,Neutral
37,2023-04-19 15:28:04+00:00,quantummoxie,0,@British_Airways Seriously. You instructed me to DM you but the DM is just a basic chatbot with menus. This is like a farce.,1.65E+18,British Airways,Neutral
38,2023-04-19 15:27:03+00:00,northbankhgoon1,1,@British_Airways @dvdmcn Yes. Please provide a valid reason why the flight was cancelled at such short notice!,1.65E+18,British Airways,Negative
39,2023-04-19 15:23:24+00:00,Trev_Hughes_,0,@British_Airways Thanks Cody. Tells me no more information than I already know. Apparently ba still searching for it. No one has asked for a photo of it. It’s the massive black box on the left. Should stick out like a sore thumb. Can this photo be passed on? https://t.co/iRPOO7TWV1,1.65E+18,British Airways,Neutral
40,2023-04-19 15:22:20+00:00,SusanRalph21,0,@gabi_runs @British_Airways Have a safe flight and best of luck xx,1.65E+18,British Airways,Neutral
41,2023-04-19 15:20:10+00:00,o_burbidge,0,"@tinywelshdragon @British_Airways @guardianmoney Instead, they’re just ignoring you!",1.65E+18,British Airways,Negative
42,2023-04-19 15:17:02+00:00,tinywelshdragon,0,@o_burbidge @British_Airways @guardianmoney Indeed. It’s not like I paid budget airlines prices for the flight! They have honestly been completely terrible. The issues we’ve complained about could have been so easily avoided and/or resolved by now.,1.65E+18,British Airways,Negative
43,2023-04-19 15:16:44+00:00,KFehlemann,0,"@British_Airways Dear all, how can I get info about my flight 🛫on Friday 21.04. from DUS to LCY? There is a strike in DUS Thursday and Friday all day and the flight will probably not take place. Tried to call but your german phone no. is busy the last 2 hours.",1.65E+18,British Airways,Positive
44,2023-04-19 15:11:43+00:00,markfduckworth,0,@British_Airways would BA match other partner airlines loyalty status,1.65E+18,British Airways,Negative
45,2023-04-19 15:10:54+00:00,Trev_Hughes_,0,"@British_Airways help! I Arrived yesterday Ba287 LHR&gt;SFO but my luggage (a bike) didn’t. Staff promised it would be on the flight today, which has just left without my bike again!! Can you tell me what’s going on? I need the bike tomorrow https://t.co/bSg036DPCG",1.65E+18,British Airways,Neutral
46,2023-04-19 15:09:39+00:00,o_burbidge,0,@tinywelshdragon @British_Airways @guardianmoney That’s shocking. You’d have thought British airways would be better,1.65E+18,British Airways,Negative
47,2023-04-19 15:08:43+00:00,BuyNHold,0,"@British_Airways is there an issue logging into the rewards app on iPhone? It tells me my login credentials aren’t recognised, but I can log in with the same credentials on the website. Please help. #BAExecClub",1.65E+18,British Airways,Negative
48,2023-04-19 15:08:14+00:00,AndyLynes,0,@British_Airways A bot answered.,1.65E+18,British Airways,Negative
49,2023-04-19 15:04:43+00:00,tinywelshdragon,0,"@o_burbidge @British_Airways @guardianmoney Unbelievably, yes, still. Two complaints and still nothing. Unless you count an automated DM reply to this tweet, which I don’t as it says it can’t understand me 🙄",1.65E+18,British Airways,Negative
50,2023-04-19 15:04:13+00:00,Grumpy115090670,0,@British_Airways your new safety video is very Black heavy ! So much for diversity 🤦🏻‍♂️. Think you’ve taken the matter of diversity way to far this time,1.65E+18,British Airways,Positive
51,2023-04-19 15:02:59+00:00,o_burbidge,0,"@tinywelshdragon @British_Airways Wtf? Still?! 

@guardianmoney maybe you can help Dawn out?",1.65E+18,British Airways,Negative
52,2023-04-19 15:00:48+00:00,JohnHaddon,0,"@British_Airways Hey still no reply you gonna DM me &amp; get this complaint sorted,?",1.65E+18,British Airways,Neutral
53,2023-04-19 15:00:12+00:00,cubatex,0,@British_Airways I don’t believe you have a customer service team. Been trying to contact you for days on various phone numbers. Chat box and online what’s happened?,1.65E+18,British Airways,Neutral
54,2023-04-19 14:54:31+00:00,kcovophoto,0,@LuxeTiffany I will say that is one thing @British_Airways Club Europe (short haul business) still does is give you a meal However the flip side is the seats are just economy seats with an empty middle seat No extra legroom bigger seats or even more comfortable seats It's economy with a snack,1.65E+18,British Airways,Negative
55,2023-04-19 14:53:50+00:00,tinywelshdragon,0,"Hi @British_Airways had to file 2 separate complaints with you after a recent trip, filed 21 March &amp; 9 April. Still no response at all to either. Never heard directly from you about missing case. Are you EVER going to reply to me? Still out of pocket! #poorservice",1.65E+18,British Airways,Negative
56,2023-04-19 14:50:22+00:00,cellogirl10,0,"@British_Airways Hi I’ve not heard anything and I’m struggling to manage without things that were in the case such as items of clothing, electrical items etc. what do I do ?",1.65E+18,British Airways,Negative
57,2023-04-19 14:50:01+00:00,carseatnorest,1,"@British_Airways loves having one single person at the customer service desk with at least 20 people in line, while all our flight are delayed. please reply to my dm!! I need to catch an other flight!!",1.65E+18,British Airways,Neutral
58,2023-04-19 14:49:52+00:00,AndyLynes,0,"@British_Airways Hi, can you explain why our seats, that we paid to choose, were changed on a flight that is not fully booked and doesn't depart until September please? I have changed them back but am concerned this might happen again and we will be stuck in seats we don't want.",1.65E+18,British Airways,Negative
59,2023-04-19 14:46:42+00:00,MrsBridgewater,0,@YahYah_Gunn @British_Airways It was atrocious.,1.65E+18,British Airways,Negative
60,2023-04-19 14:45:51+00:00,Georgiemac7,0,@British_Airways will you reply to mails please? Been nearly 3 weeks and sent several? #shocking,1.65E+18,British Airways,Negative
61,2023-04-19 14:44:22+00:00,judefrank19,0,"@British_Airways Thank you so much, I will just try again later",1.65E+18,British Airways,Neutral
62,2023-04-19 14:40:58+00:00,YahYah_Gunn,1,@Qtheroo @elliot_gc @British_Airways It was incredibly difficult to get to speak to anyone at the airport let alone get help. There was very little communication from anyone. It was never even actually announced the flight was cancelled!,1.65E+18,British Airways,Negative
63,2023-04-19 14:39:19+00:00,YahYah_Gunn,0,@MrsBridgewater @British_Airways I’ve never seen anything as poorly communicated as that.,1.65E+18,British Airways,Negative
64,2023-04-19 14:38:56+00:00,mihell85,0,@andrewrtw @British_Airways This was you passing over North west England. https://t.co/IejXRV6SPj,1.65E+18,British Airways,Positive
65,2023-04-19 14:37:31+00:00,S_Lefebvre,0,@eucasu @British_Airways Overfitting :-),1.65E+18,British Airways,Negative
66,2023-04-19 14:35:06+00:00,AltesseRoyal2,0,@British_Airways for God’s sake ! Hire people in the UK to answer your phones. Your call centres in India and South Africa are HOPELESS and ANNOYING !,1.65E+18,British Airways,Negative
67,2023-04-19 14:31:19+00:00,jabberjw,0,"@British_Airways Hi Ethan, it’s that the payment isn’t going through with my corporate credit card. It’s not saying why. Ive checked and checked the numbers. This is the card I’ve used in the past.",1.65E+18,British Airways,Negative
68,2023-04-19 14:28:24+00:00,davidjmarrero,0,@British_Airways I have been trying to find a solution to change my flight to a day earlier for an event that was changed and calling has not created any results.  Could someone assist and see how we can find a reasonbale change for our upcoming flight (may 2),1.65E+18,British Airways,Positive
69,2023-04-19 14:24:52+00:00,AddickGooner,0,"@British_Airways Totally inept! I already explained I filled in a missing baggage form, was allocated log in detail to check the status, said found and waiting for despatch. Then allocated a different log in 3 months later saying it's missing! Sorry but your help is robotic,  been there already!",1.65E+18,British Airways,Negative
70,2023-04-19 14:22:53+00:00,goldenanton,0,"@J1OWDE @British_Airways What a nightmare, happy birthday though",1.65E+18,British Airways,Neutral
71,2023-04-19 14:20:44+00:00,amyallen36,1,"@British_Airways appalled by your customer service. You cancelled our flight the day before with no reason, flying us back to Heathrow instead of Gatwick where my car was parked, yet all you offer is a e voucher!? not even a refund the for £100+ I had to spend on a taxi!",1.65E+18,British Airways,Negative
72,2023-04-19 14:19:25+00:00,AddickGooner,0,"@British_Airways Hi! Yes I have tracked it, I had a log in allocated twice! Read my message!  Shocking! In fact disgusting! You have no email I could contact, sums up BA, non existent customer service, worse reviews in trip advisor!",1.65E+18,British Airways,Negative
73,2023-04-19 14:19:22+00:00,jabberjw,0,@British_Airways - I am experiencing lots of problems on your site this morning. When will it be fixed? Thanks!,1.65E+18,British Airways,Neutral
74,2023-04-19 14:12:36+00:00,RuthTobbell,0,@British_Airways As mentioned then I will now put this on the hands of the CEDR. Clearly better to resolve it yourselves now but your choice,1.65E+18,British Airways,Negative
75,2023-04-19 14:10:36+00:00,jamieparnelll,0,@British_Airways. Horrible customer service for a loyal executive club member; charging £650 extra to change a return to a single without even change the flight time! Disgraceful and shameful business practices.,1.65E+18,British Airways,Negative
76,2023-04-19 14:05:46+00:00,AmolVashistha,0,"@British_Airways
Hi Team,
I am traveling from India  to Canada via London on 24th April 2023.
Details:
Booking Reference: M3QATR
 E Ticket No. :  125 1188618219

Can you please tell me whether I require a COVID test within 48 hrs or just Vaccination certificate is sufficient?",1.65E+18,British Airways,Neutral
77,2023-04-19 13:54:58+00:00,ally_lep,0,@British_Airways Absolutely top flight today DXB LHR (BA108) - nicely upgraded to First at the gate and the cabin team couldn’t have given better service…absolutely fantastic!,1.65E+18,British Airways,Positive
78,2023-04-19 13:53:50+00:00,snoozells,0,@British_Airways Typical BA. I select seats for a 14hr flight through “manage my booking” three months ago. Now you won’t let my family check in online and when I check via BA chat you’ve lost my seat selections and won’t be honouring the seats I selected.,1.65E+18,British Airways,Neutral
79,2023-04-19 13:52:48+00:00,GeneralBeave,0,"@British_Airways we have business class flights for Friday. One friend may not be able to go, but will not know until Friday, after check in opens. Currently I see I can change her flights to different dates for £100, but will we still be able to do that once check in opens?",1.65E+18,British Airways,Neutral
80,2023-04-19 13:52:33+00:00,bhuggett,0,"@British_Airways 
I am traveling to the UK from USA. I want to use my own Bluetooth headphones in your system. Can I ? And how?",1.65E+18,British Airways,Neutral
81,2023-04-19 13:40:25+00:00,Bilalom84730600,1,"@British_Airways  btw we got bumped from Business class to Economy in January and BA has never refunded us, despite several messages even a message on Twitter. Great customer service, NOT!",1.65E+18,British Airways,Neutral
82,2023-04-19 13:38:46+00:00,Bilalom84730600,1,"@British_Airways we’ve took the decision to stay at Gatwick airport in a hotel to then continue our travel in the morning. £230 for the hotel, £104 for the taxi and £54 late Parking fees at Heathrow. Are we going to be refunded? Or is it another claim you will reject?",1.65E+18,British Airways,Positive
83,2023-04-19 13:34:41+00:00,lottedavison,0,"@British_Airways hi, I’m trying to book seats for a flight from Manchester to Doha in October as we require a bassinet for a 15month old who’s flying with us so would like to book ASAP however I keep getting this notification when trying to book https://t.co/nKWUVCyiIq",1.65E+18,British Airways,Negative
84,2023-04-19 13:34:21+00:00,Bilalom84730600,0,"@British_Airways  2/2 get a taxi to Heathrow. When we said that we’ll have to wait for a taxi to Heathrow for about 40m min we would end up driving very late and we’re tired, it’s not safe. Your crew said, well they don’t know what to do, they were told to say get a taxi.",1.65E+18,British Airways,Negative
85,2023-04-19 13:33:22+00:00,MohsinP,0,@Haroon_Mota @British_Airways @British_Airways are now sadly a third rate airline. Trading on their name when they are self admittedly now competing short haul with Easyjet. Never fly with them unless you have to.,1.65E+18,British Airways,Negative
86,2023-04-19 13:32:03+00:00,Bilalom84730600,0,@British_Airways  1/2 the saga of substandard service as a rule continues. You should have an advert “Bastard Airways - we take your money! Ha ha! We’ve ended up at Gatwick instead of Heathrow and your ground crew was a no show and only at around 1am they resurfaced to tell us,1.65E+18,British Airways,Negative
87,2023-04-19 13:28:08+00:00,P_Carter1967,0,@British_Airways Yep - done that but your chat bot thingy doesn’t understand,1.65E+18,British Airways,Negative
88,2023-04-19 13:22:18+00:00,snowschnee,1,@British_Airways I am still waiting for a response to my over one month old claim for expenses.  I just keep getting automated emails saying your on it.  But clearly you are not ‘on it’. As a first class passenger it’s not good enough.,1.65E+18,British Airways,Negative
89,2023-04-19 13:22:03+00:00,robertperrin15,0,"Arrived 24 hours late to CANCUN sent to 2 different airports , lost our luggage , lied to one more than one occasion , and now being ignored over compensation. 
DISGRACE @British_Airways",1.65E+18,British Airways,Positive
90,2023-04-19 13:21:02+00:00,laurajanerice1,0,@British_Airways been trying for a few months now to convert account to executive club and keeps showing up error problem with our system. What do I need to do to sort it ?,1.65E+18,British Airways,Negative
91,2023-04-19 13:18:33+00:00,Captain_Deltic,0,@DriverPotter @gabi_runs @British_Airways For shizzle ma pizzle.,1.65E+18,British Airways,Neutral
92,2023-04-19 13:11:29+00:00,AlexR32142699,2,"@British_Airways 

Absolutely appalled by the poor service by British Airways, cancelling 2 consecutive A380 flights back to London post Boston marathon. 

3+ hour queues to arrange alternate flights and hotel.

Also 45 mins queue at the hotel because BA not correctly paid

WTF",1.65E+18,British Airways,Neutral
93,2023-04-19 13:09:37+00:00,danpyevoiceover,0,"@British_Airways your complaints procedure is surely designed just to make complaints even more frustrating than they need to be! All I want is an update on a complaint made in February, but it seems I have more chance of winning the lotto at this rate! Customer care level 0…",1.65E+18,British Airways,Negative
94,2023-04-19 13:08:03+00:00,TheCeliaWalden,0,Disgusted at United Airlines. This would never happen on @British_Airways,1.65E+18,British Airways,Negative
95,2023-04-19 13:03:25+00:00,TobyRichardsUWA,0,@GongGasGirl @British_Airways Levels of evidence 5. opinion  my fish is bigger! 4. bottom feeder found on a database trawl (catfish) 3. Pilots cohorts etc can be nutritious if you pick through 2 quality cohorts &amp; small rcts - attractive 1 - requires a team effort and skill for a big meaningful catch https://t.co/0GO1ysLeBE,1.65E+18,British Airways,Neutral
96,2023-04-19 13:01:17+00:00,RuthTobbell,1,"@British_Airways Have run out of patience, 14 wks far too long. A friend lodged similar complaint 4wks ago and they have already received compensation. They are Exec Gold card members so guess you prioritised their complaint….your legal obligations are the same for all customers though",1.65E+18,British Airways,Negative
97,2023-04-19 13:01:01+00:00,zoemharvey,0,@British_Airways  over a month is disgraceful I made a complaint only response was we have a lot we will get to you soon!  No phone number to call.,1.65E+18,British Airways,Negative
98,2023-04-19 13:00:49+00:00,peterzarand,0,@British_Airways hi BI. My luggage was broken on the BA flight. Filed a case at the airport and now your subcontractor is trying to send me some cheap replacement instead of replacing with the same brand Case #LHRBA97798. Can you help?,1.65E+18,British Airways,Negative
99,2023-04-19 12:56:12+00:00,J1OWDE,0,@British_Airways today is my 40th birthday and I’m obviously devastated that I let anxiety get in the way of an incredible trip to the USA. But the lack of flexibility by yourselves is disheartening.,1.65E+18,British Airways,Positive
100,2023-04-19 12:55:56+00:00,TobyRichardsUWA,0,@GongGasGirl @British_Airways Well I am still writing (till batter runs out) https://t.co/jwAwL6VXYh,1.65E+18,British Airways,Positive
101,2023-04-19 12:55:21+00:00,MaritaSzkutnik,0,"@British_Airways Thank you for yet another automated response, I’ve already had a message like that so no need to copy and paste in the future #nothelping #fedupofautomatedresponses",1.65E+18,British Airways,Neutral
102,2023-04-19 12:54:54+00:00,Jayprakashing,0,@StopFundingHate @easyJet @Ryanair @wizzair @British_Airways hope you are not funding hate on gbn against your international clients and customers?,1.65E+18,British Airways,Negative
103,2023-04-19 12:54:46+00:00,J1OWDE,1,@British_Airways I had an anxiety attack before my flight yesterday and didn’t board the plane. I’ve been told today that because I was a no show that my entire ticket has been cancelled and can’t be rescheduled. How is this possible?,1.65E+18,British Airways,Negative
104,2023-04-19 12:53:48+00:00,quantummoxie,0,@British_Airways I just tried and the DM is apparently a chatbot and didn’t “understand” my response. 🤦🏼‍♂️,1.65E+18,British Airways,Negative
105,2023-04-19 12:45:54+00:00,neilherman01,0,@British_Airways Ok thank you!!! 👍,1.65E+18,British Airways,Neutral
106,2023-04-19 12:40:48+00:00,hayl_ydub,0,@GorgonCity @British_Airways How does this keep happening 😅,1.65E+18,British Airways,Negative
107,2023-04-19 12:36:28+00:00,myersni1985,0,"@British_Airways , there is a fake account @britishaiiwayss pretending to be you.  I gave my phone number for a call back, and got a scam call from Kenya.",1.65E+18,British Airways,Neutral
108,2023-04-19 12:31:53+00:00,neilherman01,0,Hi there @British_Airways is it necessary to complete the VeriFLY app before travel to the USA now? Or has the requirement lapsed? Thanks in advance 👍,1.65E+18,British Airways,Negative
109,2023-04-19 12:29:52+00:00,jacquibentley9,0,@British_Airways I contacted customer service in March &amp; again at the beginning of the week yet still nobody has replied!!! I try to be a loyal customer but really feel that you’ve lost your way! This is not the service that I have grown to love &amp; it seems to be getting worse,1.65E+18,British Airways,Negative
110,2023-04-19 12:28:12+00:00,ftwmaxime,0,@British_Airways is officially the worst airline I ever traveled with ✅,1.65E+18,British Airways,Negative
